transaction_type,transaction_date,settle_date,symbol,isin,description,quantity,cost_eur,coefficient,actualized_cost_eur,proceeds_eur,gross_amount_eur,gain_loss_eur,deferred_loss_eur,integrable_amount_eur,foreign_tax_eur,treaty_capped_credit_eur,savings_group,notes
Capital Gain,2026-05-15,2026-05-19,AAPL,US0378331005,AAPL,6.00,540.00,,540.00,1620.00,,1080.00,0.00,1080.00,,,GyP,
Lot,2025-03-10,,AAPL,,FIFO lot acquired 2025-03-10,6.00,540.00,1.000,540.00,1620.00,,1080.00,,,,,GyP,540.00 × 1.000 = 540.00
Capital Gain,2026-09-15,2026-09-17,AAPL,US0378331005,AAPL,4.00,360.00,,360.00,450.00,,90.00,0.00,90.00,,,GyP,
Lot,2025-03-10,,AAPL,,FIFO lot acquired 2025-03-10,4.00,360.00,1.000,360.00,450.00,,90.00,,,,,GyP,360.00 × 1.000 = 360.00

# The cuota is computed once on the year's base after group compensation, NOT summed
# from the rows: the savings scale is progressive, so per-row taxes would not add up.
summary_key,label,value_eur
SUMMARY_CROSS_OFFSET_GYP_TO_RCM,Compensación cruzada ganancias → RCM — art. 54.2.b: 25% del saldo positivo resultante de la letra a) — sólo Navarra,0.00
SUMMARY_PRIOR_CROSS_OFFSET_RCM_TO_GYP,Compensación cruzada RCM → ganancias — art. 54.2.a en el mismo orden (saldos de ejercicios anteriores),0.00
SUMMARY_PRIOR_CROSS_OFFSET_GYP_TO_RCM,Compensación cruzada ganancias → RCM — art. 54.2.b en el mismo orden (saldos de ejercicios anteriores),0.00
SUMMARY_RCM_TAXABLE,RCM integrado en la base del ahorro,0.00
SUMMARY_GYP_TAXABLE,Ganancias integradas en la base del ahorro,135.00
SUMMARY_SAVINGS_BASE,Base liquidable del ahorro,135.00
SUMMARY_SAVINGS_QUOTA,Cuota íntegra del ahorro,27.00
SUMMARY_AVERAGE_SAVINGS_RATE,Tipo medio de gravamen del ahorro (ratio — not EUR),0.20
SUMMARY_FOREIGN_WITHHOLDING,Retenciones practicadas en el extranjero,0.00
SUMMARY_FOREIGN_TAXABLE_INCOME,Renta neta obtenida en el extranjero integrada en la base (límite del tipo medio),0.00
SUMMARY_FOREIGN_TAX_CREDIT,Deducción por doble imposición internacional,0.00
SUMMARY_NET_TAX_DUE,Cuota líquida del ahorro,27.00
SUMMARY_INFORMATIONAL_FEES,Comisiones informativas (no deducibles),0.00
SUMMARY_FX_BORROWED_REVIEW,Resultados de divisa sobre saldo prestado (excluidos — revisión manual),0.00

# MODELO F-93 — declaración del IRPF de la Comunidad Foral de Navarra
# Casillas read from the fully numbered form the Boletín Oficial de Navarra
# publishes as Anexo I of the campaign's Orden Foral: the ejercicio-2025
# specimen (Orden Foral 24/2026, BON nº 66 of 07-04-2026, retrieved 2026-08-12).
# WARNING: no form is published for ejercicio 2026 yet — it is filed in 2027.
# These are the ejercicio-2025 numbers, the last published layout.
MODELO_F93_031,Dividendos y participación en beneficios (art. 28.a y b) — importe íntegro (página 2),0.00
MODELO_F93_037,Intereses de cuentas y otros rendimientos por cesión de capitales propios (página 2),0.00
MODELO_F93_047,Gastos de administración y depósito tras el límite del 3% (art. 32.1.a) (página 2),0.00
MODELO_F93_050,Rendimiento neto del capital mobiliario (página 2),0.00
MODELO_F93_706,Incremento o disminución de la parte especial del ahorro por transmisiones (anexo 1),135.00
MODELO_F93_8808,H1 — saldo positivo procedente de transmisiones (anexo 2),135.00
MODELO_F93_809,H1 — compensación con saldos negativos propios de transmisiones (anexo 2),0.00
MODELO_F93_8815,H1 — compensación con saldos negativos del capital mobiliario (anexo 2),0.00
MODELO_F93_8809,H1 — parte positiva neta procedente de transmisiones (anexo 2),135.00
MODELO_F93_8810,H2 — saldo positivo procedente de rendimientos del capital mobiliario (anexo 2),0.00
MODELO_F93_8825,H2 — compensación con saldos negativos propios del capital mobiliario (anexo 2),0.00
MODELO_F93_8805,H2 — compensación con saldos negativos procedentes de transmisiones (anexo 2),0.00
MODELO_F93_8840,H2 — parte positiva neta procedente del capital mobiliario (anexo 2),0.00
MODELO_F93_8841,Total parte especial del ahorro (anexo 2),135.00
MODELO_F93_815 (= 524),Base liquidable especial del ahorro (anexo 2; repetida en la página 7),135.00
MODELO_F93_829 (= 527),Cuota íntegra especial del ahorro (anexo 2; repetida en la página 7),27.00
MODELO_F93_572,Deducción por doble imposición internacional (página 6),0.00
MODELO_F93_1658-1672,Incremento exento — otros supuestos — exención de transmisiones hasta 3.000 € (art. 39.5.d; una celda por transmisión; anexo 1),1035.00

# WARNING: €1035.00 of transmission gains was exempted under TRLFIRPF art. 39.5.d: the year's
# onerous transmissions came to €2070.00, at or under the €3,000 the article allows, so the
# gain is exempt up to half that global amount and only the excess is taxed. The year's taxable
# increments were €1170.00. See the open-interpretations register in docs/spain-taxes.md.
