transaction_type,transaction_date,settle_date,symbol,isin,description,quantity,cost_eur,coefficient,actualized_cost_eur,proceeds_eur,gross_amount_eur,gain_loss_eur,deferred_loss_eur,integrable_amount_eur,foreign_tax_eur,treaty_capped_credit_eur,savings_group,notes
Dividend,2026-05-20,2026-05-20,AAPL,,AAPL,,,,,,900.00,,,,270.00,135.00,RCM,
Interest,2026-06-30,2026-06-30,CASH,,Broker interest received,,,,,,90.00,,,,,,RCM,
Fee,2026-07-15,2026-07-15,,,CUSTODY FEE,,,,,,45.00,,,,,,RCM,

# The cuota is computed once on the year's base after group compensation, NOT summed
# from the rows: the savings scale is progressive, so per-row taxes would not add up.
summary_key,label,value_eur
SUMMARY_GYP_LOSSES_APPLIED,Saldos negativos de ejercicios anteriores aplicados al propio grupo (ganancias) — art. 54.2.b: sólo si el resultado del ejercicio es positivo y con el límite de cero — sólo Navarra,0.00
SUMMARY_CROSS_OFFSET_RCM_TO_GYP,Compensación cruzada RCM → ganancias — art. 54.2.a: 25% del saldo positivo resultante de la letra b) — sólo Navarra,0.00
SUMMARY_CROSS_OFFSET_GYP_TO_RCM,Compensación cruzada ganancias → RCM — art. 54.2.b: 25% del saldo positivo resultante de la letra a) — sólo Navarra,-0.00
SUMMARY_PRIOR_CROSS_OFFSET_RCM_TO_GYP,Compensación cruzada RCM → ganancias — art. 54.2.a en el mismo orden (saldos de ejercicios anteriores),0.00
SUMMARY_PRIOR_CROSS_OFFSET_GYP_TO_RCM,Compensación cruzada ganancias → RCM — art. 54.2.b en el mismo orden (saldos de ejercicios anteriores),0.00
SUMMARY_RCM_TAXABLE,RCM integrado en la base del ahorro,963.00
SUMMARY_GYP_TAXABLE,Ganancias integradas en la base del ahorro,0.00
SUMMARY_SAVINGS_BASE,Base liquidable del ahorro,963.00
SUMMARY_SAVINGS_QUOTA,Cuota íntegra del ahorro,192.60
SUMMARY_AVERAGE_SAVINGS_RATE,Tipo medio de gravamen del ahorro (ratio — not EUR),0.20
SUMMARY_FOREIGN_WITHHOLDING,Retenciones practicadas en el extranjero,270.00
SUMMARY_FOREIGN_TAXABLE_INCOME,Renta neta obtenida en el extranjero integrada en la base (límite del tipo medio),875.45
SUMMARY_FOREIGN_TAX_CREDIT,Deducción por doble imposición internacional,135.00
SUMMARY_NET_TAX_DUE,Cuota líquida del ahorro,57.60
SUMMARY_INFORMATIONAL_FEES,Comisiones informativas (no deducibles),0.00
SUMMARY_FX_BORROWED_REVIEW,Resultados de divisa sobre saldo prestado (excluidos — revisión manual),0.00

# MODELO F-93 — declaración del IRPF de la Comunidad Foral de Navarra
# Casillas read from the fully numbered form the Boletín Oficial de Navarra
# publishes as Anexo I of the campaign's Orden Foral: the ejercicio-2025
# specimen (Orden Foral 24/2026, BON nº 66 of 07-04-2026, retrieved 2026-08-12).
# WARNING: no form is published for ejercicio 2026 yet — it is filed in 2027.
# These are the ejercicio-2025 numbers, the last published layout.
MODELO_F93_031,Dividendos y participación en beneficios (art. 28.a y b) — importe íntegro (página 2),900.00
MODELO_F93_037,Intereses de cuentas y otros rendimientos por cesión de capitales propios (página 2),90.00
MODELO_F93_047,Gastos de administración y depósito tras el límite del 3% (art. 32.1.a) (página 2),27.00
MODELO_F93_050,Rendimiento neto del capital mobiliario (página 2),963.00
MODELO_F93_706,Incremento o disminución de la parte especial del ahorro por transmisiones (anexo 1),0.00
MODELO_F93_8808,H1 — saldo positivo procedente de transmisiones (anexo 2),0.00
MODELO_F93_809,H1 — compensación con saldos negativos propios de transmisiones (anexo 2),0.00
MODELO_F93_8815,H1 — compensación con saldos negativos del capital mobiliario (anexo 2),0.00
MODELO_F93_8809,H1 — parte positiva neta procedente de transmisiones (anexo 2),0.00
MODELO_F93_8810,H2 — saldo positivo procedente de rendimientos del capital mobiliario (anexo 2),963.00
MODELO_F93_8825,H2 — compensación con saldos negativos propios del capital mobiliario (anexo 2),0.00
MODELO_F93_8805,H2 — compensación con saldos negativos procedentes de transmisiones (anexo 2),0.00
MODELO_F93_8840,H2 — parte positiva neta procedente del capital mobiliario (anexo 2),963.00
MODELO_F93_8841,Total parte especial del ahorro (anexo 2),963.00
MODELO_F93_815 (= 524),Base liquidable especial del ahorro (anexo 2; repetida en la página 7),963.00
MODELO_F93_829 (= 527),Cuota íntegra especial del ahorro (anexo 2; repetida en la página 7),192.60
MODELO_F93_572,Deducción por doble imposición internacional (página 6),135.00
# WARNING: the €270.00 withheld abroad is NOT a Spanish retención and does NOT go in
# casilla 030 (suma en 579), which is for tax withheld in Spain. It is claimed only through the
# deducción por doble imposición internacional below; entering both claims it twice.

# WARNING: €18.00 of otherwise deductible custody and administration fees was NOT deducted:
# TRLFIRPF art. 32.1.a caps them at 3% of the non-exempt gross income from the securities, which
# is €27.00 here, and the year's qualifying fees came to €45.00. The ceiling is measured on
# dividend income; interest credited on a cash balance is not income from a valor negociable and
# does not raise it. See the open-interpretations register in docs/spain-taxes.md.
